name,phone,latitude2,longitude2,addd
SUPERMERCADO AMIGO,(787) 870-0240,18.3443,-66.2771,CARR 165 KM 4.7 CENTRO COMM. PLAZA AQUARIUM
SUPERMERCADO AMIGO,(787) 279-3470,18.3615,-66.1877,CARR 167 KM 17.6 REXVILLE BO PAJAROS
SUPERMERCADO AMIGO,(787) 703-6325,18.2411,-66.0407,CARR 52 Y 156 BO. CAÑABON
SUPERMERCADO BRISAS,(787) 850-5586,18.1156,-65.8768,CARR 908 KM 8.5 BO MARIANA 3
SUPERMERCADO AMIGO,(787) 820-1050,18.4836,-66.8206,CARRETERA # 2 KM 37.7 INT. # 130
BERRIOS MINIMARKET,(787) 739-2399,18.1785,-66.1156,CARR. 787 KM 4.4 BO BAYAMON PARCELA JUAN DEL VALLE 139
PANADERIA LA PIEDRA,(787) 280-0768,18.373,-67.0043,CARR. 445 KM 3.4 BO. SALTOS
R.S. SHELL SERVICE,(787) 744-2901,18.222,-66.0505,4 AVE. SHUFFORD CENTRO COM.TURABO GARDENS
DOCHO ESSO SERV.STA.,(787) 896-3976,18.3462,-66.9983,CARR. 111 INT.446 BO GUATEMALA
TEXACO CAMARONES,(787) 720-3317,18.3475,-66.1087,CARR. 20 KM 7.0 CAMARONES
TO GO STORE INC,(787) 785-2752,18.3988,-66.131,CARR. #2 KM 8.3 MARG. JDNES DE CAPARRA
"TO GO STORE , INC",(787) 860-0675,18.3457,-65.6722,CARR. # 3 KM 43.5
"TO GO STORES, INC",(787) 258-3760,18.2405,-66.0158,CARR  189  KM 2..3
SUPERMERCADO ADORNO,(787) 780-8200,18.3988,-66.1765,LOCAL 1 CENTRO COMERCIAL LA MILAGROSA CALLE 6
DAMESAS SUPERETTE,(787) 818-3196,18.392,-67.1056,CALLE BARBOSA 392 CARR.125
TOTAL GAS,(787) 251-4825,18.4048,-66.2018,CARR. 2 KM 16.4 BO. CANDELARIA
SUPERMERCADO MOLINA,(787) 858-1765,18.4309,-66.44,CALLE LOS PINOS 20 PARCELAS MARQUEZ
PANADERIA LA GALERIA,(787) 780-0769,18.3669,-66.1646,A-A -26 CALLE INDIA 6TA SEC. STA.JUANITA
LA MALLORCA DEL ROBLE,(787) 758-1765,18.4004,-66.0746,AMERICA SHOP. CENTER VILLA NEVAREZ 32
COLMADO CARNICERIA NIEVES INC,(787) 863-4567,18.3494,-65.6555,CALLE 0 C-4 URB. MONTEBRISAS
TORRECILLAS GAS STATION,(787) 862-8281,18.3362,-66.4267,CARR. 155 KM 51.3 BO. TORRECILLAS
VISTA VERDE FOOD CENTER,(787) 882-5810,18.4432,-67.1367,CALLE 9 # 550 URB. VISTA VERDE
VILLA LAURA SUPERETTE,(787) 847-0395,18.1136,-66.5069,CARR. 514 KM 0.1 URB.LA VEGA CALLE A 22
LA CURVA BAKERY,(787) 830-4705,18.4682,-67.0319,CARR. # 2 (MILITAR) KM 112.6 BO. MORA
FARMACIA REY #4,(787) 712-1780,18.256,-65.9724,CALLE SANTIAGO #65 NORTE CALLE SANTIAGO
SUP. MI CASA INGENIO,(787) 794-3749,18.4431,-66.2232,CARR. 867 KM 5.3 SECTOR INGENIO
SUPERMERCADO EL REY,(787) 896-7458,18.3105,-66.9198,CARR.111 KM 31.0 BO.JUNCAL
FARMACIA NEREIDA,(787) 898-7999,18.3556,-66.8323,CARR. 486 ESQ. CARR. 455 KM 0.1 BARRIO QUEBRADA
CAFETIN EL HOT POINT,(787) 820-2281,18.4134,-66.8946,CARR. 119 KM 14.3 INTERSECCION CARR.113
LA CIMA BAKERY,(787) 896-0360,18.3505,-67.0055,CARR. 111 KM 17.1 CRUCE BO. SALTOS
LA CASONA,(787) 828-3347,18.2115,-66.6164,CARR. 144 KM 1.1 BO. JAYUYA ABAJO
SUBOH SHELL,(787) 746-3538,18.2371,-66.0319,CALLE ACOSTA # 1 DE CAGUAS A GURABO
CARLITOS FRUIT,(787) 738-0245,18.1055,-66.1621,CARR.#1 KM 58.5 AVE JESUS T. PIÑEIRO
OASIS BAKERY AND CAFE,(787) 845-4567,18.0129,-66.3848,CARR. 153 KM 6.9 SALIDA AUTOPISTA
COLMADO SANTOS,(787) 739-8827,18.1735,-66.1093,CARR. 787 KM 4.6 BARRIO BAYAMON
LA SIEMPRE VIVA,(787) 877-4955,18.395,-67.1137,CARR. 125 KM 13.7 BARRIO CAPA
MINILLAS GULF,(787) 785-7106,18.3826,-66.143,CAR. 174 KM. 1.7 BO.MINILLAS LOCAL110 FRENTE SUP. AMIGO
SUP. EL REY DEL CRUCE,(787) 733-8064,18.1848,-65.9053,CARR. 183 KM 17.5 0
APOLO TEXACO,(787) 720-7945,18.3631,-66.0912,URB.REPTO APOLO AVE. APOLO ESQ. MERCURIO
TEXACO IBRAHIM,(787) 767-8472,18.3962,-66.0536,AVE. PONCE DE LEON 1203  BO VENEZUELA
FARMACIA PLAZA ALTA,(787) 272-1205,18.3701,-66.1206,AVE. SANTA ANA 262 CENTRO COM. PLAZA ALTA
CASABLANCA REST.,(787) 736-5323,18.1883,-65.9619,CALLE MUÑOZ RIVERA 151
GUANAJIBO'S BAKERY,(787) 265-1759,18.1756,-67.1735,GUANAJIBO HOMES 567 BOULEVARD GUANAJIBO
COLMADO DOS PALMAS,(787) 768-2873,18.4052,-65.9682,AVE. FIDALGO DIAZ ESQ. #21 VILLA FONTANA
COLMADO RODRIGUEZ,(787) 866-8218,17.9608,-66.1636,CALLE D. #146 BDA. SANTA ANA
"COLMADO RAMOS, INC",(787) 797-1634,18.3768,-66.2216,CARR 819 PARCELA 398 VILLA DEL RIO
ALTURAS BAKERY,(787) 834-3555,18.2362,-67.1566,CENTRO DISTRIBUCION ALTURAS DE MAYAGUEZ LOCAL 7
FCIA. UNIVERSITY GARDENS,(787) 763-1074,18.4011,-66.0611,C. INTERAMERICANA GARDENCENTER URB.UNIVERSITY GARDENS
EXCEL GASOLINE AND FOOD MARKET,(787) 733-3344,18.1835,-65.8882,CARR. 9939 INTERSECCION CARR.30 (SALIDA 19)
BALLY'S MARKET,(787) 779-8855,18.3376,-66.1633,CARR. 831 KM 5.8 BARRIO MINILLAS
PLAZA LOIZA 4,(787) 768-0000,18.3698,-65.9823,CENTRO COMM METROPOLIS CARR.860 ESQ. CALLE 2
PANADERIA EL CRUCE,(787) 375-9187,18.2902,-66.9978,CARR. 119 KM 41.6 BARRIO GUACIO
LA TABERNA INDIA,(787) 528-3504,18.3379,-66.3231,CARR. 159 KM 13.0 DOS BOCAS
SUPERMERCADO MUÑOZ,(787) 823-3277,18.3278,-67.2189,CARR. 412 KM 5.3
VILLALBA ESSO,(787) 847-4135,18.1234,-66.5018,CARR.149 KM 57.8 SECTOR TIERRA SANTA
NIMAY GAS STATION,(787) 798-2693,18.4049,-66.2061,CARR # 2 KM 16.8 CANDELARIA
COLMADO LA LAURA,(787) 893-1155,18.0741,-65.8928,CARR #3 INT. RUTA 904 KM 2.0 PARCELAS MARTORELL
JIRAU SERVICENTRO,(787) 897-9019,18.3034,-66.8257,CARR. 134 KM 17.5 SECTOR PALMAR LLANO
LA GRAN PARADA,(787) 871-3266,18.2792,-66.4792,CARR. 615 KM 7.1 SECTOR CAPILLA
VD SUPERETTE,(787) 271-1302,17.9884,-66.0288,"CARRETERA # 3 KM 126.5 ,AL LADO PARQUE BEISBOL,PALMAS"
TO GO STORE MAGNOLIA,(787) 780-2657,18.3715,-66.1677,AVENIDA MAGNOLIA ESQ. CALLE 15
SUPERMERCADO MI FAMILIA,(787) 776-2180,18.4016,-66.011,CALLE ZURANA  920 1ERA EXT. COUNTRY CLUB
MERLE SERVICE STATION,(787) 839-2563,17.9786,-65.9728,CARR. # 3 KM 116.7 ESQ. 758 SECTOR MERLE
COLMADO LA 2DA PARADA,(787) 830-4875,18.4839,-66.9728,CARR. 113 AVE.NOEL ESTRADA KM 6.0 BO. COTO
SUN SERVICE STATION,(787) 890-1198,18.497,-67.1003,CARR. 110 KM 6.4 BO. SAN ANTONIO
WAL-MART FAJARDO,(787) 860-1020,18.3434,-65.674,150 CARR. 940 SUITE 180  CARR 3 KM 43.3
WAL-MART HATILLO,(787) 880-0550,18.4817,-66.7704,CARR. 2 KM 81.9 PLAZA DEL NORTE
WAL-MART MAYAGUEZ,(787) 265-1099,18.1556,-67.1396,CARR. 2 AVE HOSTOS 975 SUITE 2100 MAYAGUEZ MALL LOCAL 51
WAL-MART GUAYAMA,(787) 864-2039,17.98,-66.0961,AVE.LOS VETERANOS KM 134.7 AVE LOS VETERANOS
WAL-MART ISABELA,(787) 830-3030,18.468,-67.0232,AVE. MILITAR 3535 3535
WAL-MART HUMACAO,(787) 852-9600,18.1423,-65.8075,CARR. #3 KM 77.6 PLAZA PALMA REAL
WAL-MART ESCORIAL,(787) 257-0082,18.3944,-65.9967,CARR. 3 (65 DE INFANTERIA) PLAZA ESCORIAL
WAL-MART BAYAMON,(787) 269-2200,18.4064,-66.1632,AVE. WEST MAIN 725 SUITE 501
WAL-MART CAYEY,(787) 738-7215,18.1335,-66.1342,PLAZA CAYEY SUITE 102 AVE. JESUS T. PIÑEIRO
WAL-MART MANATI,(787) 884-3401,18.4404,-66.4577,PLAZA MONTE REAL CARR. #2 KM 45.8
WAL-MART SUPERCENTER PONCE,(787) 842-0420,18.0439,-66.5778,CARR. 14 KM 333 COTO LAUREL
WAL-MART CAGUAS,(787) 653-7779,18.2468,-66.0165,AVE. RAFAEL CORDERO # 301 CARR. # 30
MAXXI SUPERETTE INC,(787) 839-1129,17.9623,-66.062,CALLE MUÑOZ RIVERA 22 ESQ. ARIZONA
EL BODEGON,(787) 815-4467,18.448,-66.6201,CARR. 683 KM 1.3 SECTOR FACTOR #1
COLMADO CHANITZA,(787) 805-1348,18.1934,-67.1526,RESIDENSIAL KENNEDY CALLE PRINCIPAL
TO GO STORE MCKINLEY,(787) 832-7990,18.2033,-67.1457,MCKINLEY 111 OESTE
COLMADO CAFETIN ELIS & ELIS,(787) 845-1206,18.014,-66.4187,CALLE # 14 ESQUINA # 7 SECTOR OLLAS LOCAL #474
CANALES MINIMARKET,(787) 846-7442,18.4436,-66.56,CARR. 140 KM 56.9 SECTOR LLANADAS
A & E SERVICE STATION,(787) 825-8605,18.0673,-66.3649,CARR. 14  KM 30.7
PANADERIA PUNTA DIAMANTE,(787) 284-6210,17.9973,-66.6478,CALLE INTERIOR BB 33 PUNTA DIAMANTE
J&J BAKERY,(787) 452-1079,18.459,-66.9048,CARR. # 2 INTERS.# 484 KM 0.1 BARRIO COCOS
GULF SERVICE STATION,(787) 867-3205,18.2405,-66.3977,CARR. 155 KM 31.2 BARRIO GATO
PANADERIA HERNANDEZ,(787) 877-2047,18.4046,-67.0898,CARR. 4444 KM 1.9 CUCHILLAS SECTOR CORDERO
FARMACIA PLAZA 13,(787) 797-8335,18.3436,-66.1934,CARR. 167 KM 15.4 BUENA VISTA
FARMACIA PLAZA 15 (REXFLOR),(787) 797-7467,18.3706,-66.1958,AVE.LOS DOMINICOS ESQ. CALLE 25 URB.MIRAFLORES
FARMACIA PLAZA # 12,(787) 780-4730,18.3562,-66.1511,AVE. IRLANDA HEIGHTS DJ 8 URB. SANTA JUANITA
TOTAL MONTEHIEDRA,(787) 789-2545,18.3393,-66.0703,AVE. LOS ROMEROS # 9415 MONTEHIEDRA TOWN CENTER
SNOW BAKERY,(787) 823-1370,18.317,-67.1921,CARR. 411 KM 5.6 ATALAYA
KAMILIAS BAKERY,(787) 825-7755,18.0524,-66.4009,CARR. 14 KM 26.6 BARRIO LOS LLANOS
COLMADO MARQUEZ,(787) 839-6093,18.0177,-66.0285,CARR. 184 KM 2.5 BO.CACAO ALTO
PR FUEL,(787) 785-7106,18.3026,-66.2345,CARR. 147 DESVIO NUEVO SECTOR ELPIDIO MORALES
MINILLAS GAS STATION,(787) 995-1205,18.3516,-66.1574,CARR. 831 KM 4.0 BO. MINILLAS
FORMULA SHELL,(787) 986-0375,18.165,-67.1488,CARR. # 2 KM 158.9 MARGINAL BECHARA ESQ.SULTANA
COLMADO LA ESPERANZA,(787) 883-3131,18.4135,-66.3128,CARR # 2 KM 28.9 ENTRADA CARCEL DE MUJERES
YIRELIS CAFE INC,(787) 783-0342,18.4128,-66.0854,CALLE CONSTITUCION # 400 ESQ CADIZ PUERTO NUEVO
FARMACIA JOMARI,(787) 839-2730,18.0054,-66.0155,CALLE MUÑOZ RIVERA 18 PUEBLO
COLMADO KENNEDY,(787) 647-6381,18.222,-66.0129,CALLE KENNEDY A-1 URB. JOSE MERCADO
SERVICENTRO GULF GUANICA,(787) 821-7028,17.9953,-66.8922,CARR 116 KM 24.7 BO. CAÑO
PIZZERIA REST. EL CEMI,(787) 814-1905,18.297,-66.8231,CARR. 111 KM 18 SECTOR LA LINEA
EL GALLO FRIED CHICKEN,(787) 593-0323,18.2196,-66.0421,CALLE PINO F-19 URB. VILLA TURABO
WILBY'S CONVENIENCE STORE,(787) 739-4466,18.1785,-66.1552,"CARR. 172 KM 13.5 INTERIOR PLAZA EL JIBARO, AVE.EL JIBARO"
LA MARQUETA DE GEORGIE,(787) 646-9407,18.3802,-67.1869,CALLE SAN NARCISO 112 ESQ. HERMITA
SUPERMERCADO DORABEL,(787) 864-3567,17.9775,-66.1123,URBANIZACION VIVES CALLE 1 # 266
D'EFRAMI BAKERY,(787) 807-8412,18.4317,-66.4319,CARR. 670 KM 6.1 BARRIO PUGNADO AFUERA
SUP. SOMOS SUPER PLAZA,(787) 864-8252,17.9642,-66.1332,CARR. 3 KM 140.4 SECTOR MELANIA
COLMADO LOLA,(787) 727-1910,18.4414,-66.0674,CALLE H. CORA 1614 SANTURCE
LAJAS SERVICE CENTER TEXACO,(787) 899-1482,18.048,-67.0591,CALLE 65 DE INFANTERIA 21SUR PUEBLO
LOS PUERTOS SUPERMARKET,(787) 278-3617,18.4394,-66.3021,CALLE 14 VILLA PALMA #262 BO. LOS PUERTOS
LA NUEVA COROZA,(787) 859-1724,18.3064,-66.345,CARR. 568 KM 27.4 BARRIO PADILLA
LA PLATA MINIMARKET,(787) 279-4231,18.3508,-66.2252,CARR. 827 KM 5.2 INTERIOR SECTOR AYALA
FARMACIA MERCIER,(787) 717-0018,18.4521,-66.0626,CALLE LOIZA 1511
PANADERIA KARY,(787) 833-6499,18.1531,-67.1467,VALLE HERMOSO SHOP.CENTER CALLE HERMOSO ABAJO
SUPER FARMACIA LOPEZ,(787) 247-1181,18.4794,-66.6892,CALLE PRINCIPAL 62 BO. JAREALITO
PANADERIA LOURDES,(787) 898-9202,18.3502,-66.8262,CARR. 129 KM 18.5 BARRIO QUEBRADA
FARMACIA VILLALBA,(787) 847-8600,18.1207,-66.5025,CARR. 149 KM 58.1 TIERRA SANTA
LAGO ALTO MINIMARKET,(787) 748-5325,18.3651,-66.0066,CALLE LOIZA CENT COMERCIAL LOCAL # 1 URB LAGO ALTO
EL POCITO DULCE,(787) 815-6443,18.4302,-66.6502,CARR.658 KM 2.0 SECTOR PALO BLANCO
LA MELAZA,(787) 858-8162,18.4456,-66.3771,CARR.2 KM 37 BO. RIO ABAJO
FARMACIA ARZUAGA,(787) 767-2626,18.3975,-66.0484,CALLE ARZUAGA 108 ESQ. MONSEÑOR TORRES
QUICK MARKET,(787) 688-4956,18.3626,-66.1188,37 AVE. ESMERALDA URB. MUÑOZ RIVERA
COL. LICEO 200 SUR,(787) 458-3464,18.1975,-67.135,CALLE LICEO SUR # 200
LAS CAROLINAS,(787) 747-8204,18.2534,-66.0695,CALLE PRINCIPAL 116 PASEO LAS CAROLINAS
COLMADO BAR MORALES,(787) 867-4174,18.202,-66.4114,CARR 566 KM1.0 INTERIOR BO. SALTOS CABRA
PANADERIA LA FAMILIA,(787) 867-2282,18.2375,-66.3984,CARRETERA 155 KM 30.8 BO GATO
PUESTO # 1 PLAZA SANTURCE,(787) 724-1072,18.4507,-66.0706,PLAZA DE MERCADO SANTURCE PARADA 19
ROGELIO GAS AND LIQUOR,(787) 744-5841,18.2543,-66.0376,AVE. BAIROA ESQ. LEO VELAZQUEZ RESID. BAIROA
NEW YORK PIZZA AND BAKERY,(787) 832-5467,18.2078,-67.0778,CARR. 106 KM 7.4 BO. BATEYES
SHELL COTO LAUREL,(787) 984-8055,18.0415,-66.5494,1726 CARR 506 COTO LAUREL
LA LLAVE,(787) 844-1307,18.0417,-66.5992,AVE. GLENVIEW U-24 GLENVIEW GARDENS
SUPERCOLMADO EXPRESS,(787) 798-4827,18.4147,-66.1833,CALLE 23 AI-2 REPARTO TERESITA
ECONO SAN SEBASTIAN,(787) 896-0220,18.3426,-66.9939,CARR. 111 KM 8.5 BO.BAHOMAMEY
SUPERCOLMADO QUIÑONES,(787) 819-1513,18.467,-67.0336,CARR. 112 SUR ARENALES BAJOS
ALS SPORT SHOP,(787) 258-2433,18.2386,-66.0295,AVE RAFAEL CORDERO NAVE 10-A PLAZA DEL MERCADO
COLMADO MORALES,(787) 842-3287,18.0082,-66.6209,CALLE ESPERANZA ESQ.BALDORIOTY # 1217 URB. MARIANI
TUNA'S BAKERY,(787) 835-0688,18.0437,-66.7907,CAR.132 KM 2.1 BO.JAGUA TUNA
COLMADO ALICEA,(787) 745-6771,18.2179,-66.0516,URB TURABO GARDENS 1ERA SECC P 15 AVE CHUMBLEY
LA NUEVA PEPINIANA,(787) 833-1648,18.16,-67.15,CARR 114 AVE STA TERESA DE JOURNET    692 SUR
CAMPOS ESSO,(787) 878-4149,18.4697,-66.7209,AVE. LUIS LLORENS TORRES # 205
LAS 500 SUPERETTE,(787) 271-0579,17.9907,-66.054,CALLE DIAMANTE PARCELA #1 COMUNIDAD LAS 500
COLMADO SAN ANTONIO,(787) 747-1354,18.3039,-66.0368,CARR. 175 KM 2.2 BARRIO SAN ANTONIO
COLMADO CAMACHO,(787) 263-2482,18.1093,-66.1166,CARR. 742 KM 1.6 FARALLON
COLM. BAR.EL EUCALIPTO,(787) 862-3468,18.3247,-66.3783,PARCELA UNIBON CENTRO PARCELA 21
BEBE GAS STA. TEXACO,(787) 891-3420,18.4404,-67.1261,CARR. # 2 KM 123.2 BO. CORRALES
COLMADO EL CENTRO,(787) 475-0486,18.3178,-66.2423,CARR 825  KM 3.7 BO. ACHIOTE
TITO'S MINI MARKET,(787) 764-5974,18.3953,-66.0797,REPARTO METROPOLITANO SE 1226 CALLE 52
TOTAL ROOSEVELT,(787) 792-8133,18.4162,-66.0788,AVE ROOSEVELT  957 PUERTO NUEVO
COLMADO CORTES,(787) 891-7638,18.2559,-67.09,CARR. 107 KM 4.4 BO. BORINQUEN
FARMACIA SAN ANTONIO,(787) 895-6707,18.4446,-66.9296,CARR. 113 KM 13.6 INTERS. 480 Y 478
LE PATISSIER BAKERY,(787) 826-7678,18.2985,-67.1842,BO CARACOL CARR 402 KM 3.9
TORRES SERVICE STATION,(787) 831-6395,18.2101,-67.1197,CARR 106 INT 351 SECT LA QUINTA
COL. CAFE LA ESQUINA FAMOSA,(787) 887-1354,18.3762,-65.7812,CALLE 6 PARCELA 160 SECTOR CAROLA ZARZAL
COLMADO SAMMY,(787) 244-9635,18.469,-66.3425,CARR. 690 KM 6.0 BO. CERRO GORDO
FARMACIA BELMONTE,(787) 849-0749,18.1329,-67.1135,PLAZA MONSERRATE CARR 2 KM 164.0 LOCAL 6
SUPER COLMADO DE JESUS,(787) 894-1905,18.2605,-66.6921,180 AVE ESTEVES
CAFETERIA CRESPO,(787) 406-0593,18.4082,-66.2235,CARR. 2 KM 19.4 TOA BAJA
FARMACIA DEL PUEBLO,(787) 868-5890,18.3797,-67.1857,CALLE MARINA 162
COLMADO EL CANARIO,(787) 826-4656,18.2985,-67.1842,CARR 402 KM 6.6 BARRIO HATILLO
ECONO PLAZA VEGA BAJA,(787) 858-0921,18.4441,-66.3771,PLAZA VEGA BAJA MALL CARR # 2 INT # 155
SUPERMAX DE SAN JUAN,(787) 720-4504,18.466,-66.1163,201 CALLE CRUZ VIEJO SAN JUAN
SUPERMAX DE SANTA MARIA,(787) 783-1555,18.3776,-66.0965,SANTA MARIA SHOPPING CENTER CALLE ALEJANDRINO
BEST MART,(787) 828-3456,18.1963,-66.6231,CARR. 140 KM 8.4 BO. COLLORES
SAUD'S COLMADO Y BARRA,(787) 751-1339,18.4298,-66.0539,CALLE PEPE DIAZ 121 HATO REY
COLMADO CAFET. EL PUENTE,(787) 747-4746,18.1633,-66.0909,CARR. 1 KM 48.0 SECTOR LAS PIÑAS
LA MINITA BAR Y CAFE,(787) 754-0902,18.3997,-66.0473,CALLE GENERAL VALLEJO 1051 ESQUINA ROBLES
MOLINI'S CAFE,(787) 726-2024,18.4512,-66.0576,1902 CALLE LOIZA SANTURCE
TEJAS MINI MARKET,(787) 852-5644,18.1444,-65.8284,5 AVE TEJAS URB PATAGONIA
DIAZ MINI MARKET,(787) 738-6791,18.1121,-66.1625,AVE LUIS MUÑOZ MARIN #38
SUPERMERCADO TOÑIN,(787) 857-7640,18.2341,-66.2908,CARR . 152 KM 7.3 BARRIO QUEBRADILLAS
BOLI PANADERIA Y REPOSTERIA,(787) 269-3581,18.3698,-66.1612,CALLE 30 MM-27 SANTA JUANITA
MARRIOT COURTYARD,(787) 791-0404,18.4432,-66.0094,7012 AVE. ISLA VERDE BOCA DE CANGREJOS
SUPERMERCADO PEREZ  2,(787) 899-0303,17.9743,-67.0484,CARR 304 KM 3.2 POBLADO LA PARGUERA
COLMADO PLAZA ANDRES,(787) 782-5874,18.3809,-66.0941,CALLE SAN GREGORIO 1448 ALTAMESA
J.M. MINIMARKET,(787) 286-1053,18.2905,-66.074,CARR. 797 KM 1.8 JAGUEYES ABAJO ENTRADA AVON
LA MINI BODEGA,(787) 862-0031,18.322,-66.4209,CARR 6622 SECTOR LA LINEA
LAS PIEDRAS BAKERY INC.,(787) 733-1992,18.1841,-65.8711,JOSE BARBOSA 179 FRENTE TERMINAL PUBLICO
DYLAN'S BAKERY,(787) 815-0585,18.4669,-66.7732,CARR 493 KM 1.9
COLMADO PALOMAS,(787) 222-5782,18.1169,-66.2777,CARR 717 KM 9.9
F.J. SUPERMARKET,(787) 285-6591,18.1702,-65.8439,CARR 922 KM 1.3 SECTOR COTO
COLMADO Y DULCERIA,(787) 873-0729,18.0817,-66.958,85 CALLE 25 DE JULIO
COLMADO BAR FLORES,(787) 736-9428,18.14703,-66.95702,CARR 916 KM 5.8 BO. CERRO GORDO
TOTAL GONZALEZ SERVICE STATION,(787) 949-8068,18.4364,-66.7538,CARR 129 KM 37.8 INTERIOR PARCELAS NAVAS
RIVERVIEW SERVICE STATION,(787) 780-5690,18.4162,-66.1694,CARR 168 CENTRO COMM. RIVER VIEW
COLMADO CAFETIN BARRIERA,(787) 845-0186,17.9878,-66.6279,PARC AMALIA MARIN 5260 CALLE ANGUILA PLAYA
METROPOLIS SERVICE STATION INC.,(787) 776-2980,18.3708,-65.9819,CARR 860 KM 2.0 URB METROPOLIS
SUPERMERCADO MARRERO,(787) 802-2631,18.3191,-66.3335,CARR 568 KM 28.9 BO PADILLA
PANADERIA YATAZI,(787) 896-6870,18.3239,-66.9427,CARR 111 KM 28.1 BO ENEAS
ISMAEL TEXACO SERV. STATION,(787) 746-1211,18.2298,-66.0317,46 CALLE GEORGETTI
SUPERMERCADO RIVERA,(787) 892-3275,18.078,-67.0424,CARR 101 KM 0 HM 6 CALLE VARIANTE # 45
CAYABO SERVICE STATION INC,(787) 837-4789,18.0527,-66.5072,CARR 14 KM 10.8 ENTRADA BO COLLORES
SHELL TORRIMAR,(787) 720-1244,18.3845,-66.1195,CARR 177 KM 2.6 LOS FILTROS
FARMACIA SANTA RITA,(787) 896-1850,18.3375,-66.9946,CALLE JOSE MENDEZ CARDONA #3
PANADERIA LOS TALLERES,(787) 872-4124,18.4921,-67.0412,CARR 472 KM 1.8
ESTRELLA'S MINIMARKET,(787) 716-666,18.228,-65.8592,CARR 31 KM 17.2 JUNCOS A NAGUABO
COLMADO LA FAVORITA,(787) 262-0626,18.483,-66.7898,CARR 2 KM 84 INTERIOR #243 PARCELA CARRIZALES
COLMADO AYALA,(787) 747-4675,18.157,-66.055,CARR 763 KM 4.1 BO BORINQUEN
COLMADO EL DOMINO,(787) 754-2760,18.4102,-66.0359,RES. MANUEL A PEREZ FRENTE EDIF F A 5 AVE LOPEZ SICARDO KIOS
EL NUEVO RINCON FAMILIAR,(787) 876-1520,18.3885,-65.8871,CARR 188 KM 1.0 BO SAN ISIDRO
FARMACIA RUIZ BELVIS,(787) 746-4919,18.1732,-65.878,CARR 917 KM 1 BO TEJAS
PEPINO MINIMARKET,(787) 280-5263,18.2037,-66.5939,CARR 109 KM 28.8 BO CULEBRINA
SOCIOS CAFE,(787) 740-1683,18.3578,-66.1647,AVE SANTA JUANITA ESQ BERMUDA WP-1
GONZALEZ MINI MARKET,(787) 888-5501,18.3803,-65.7932,CALLE 7 # A 59 RIO GRANDE STATE
COLMADO MI FAMILIA,(787) 864-7448,17.9688,-66.1795,CALLE D # 1 ESQ. CARR.713 COMUNIDAD VILLODAS
HERNANDEZ VELEZ INC,(787) 744-4615,18.2391,-66.035,CARR #1 INT 189 URB PARADIS
GULF BELLA VISTA,(787) 829-4028,18.1554,-66.7132,CARR. 123 KM 33.2 BARRIO SALTILLO
COLMADO NIEVES,(787) 780-1884,18.3962,-66.1935,CALLE PAJAROS # 78 HATO TEJAS
HATILLO KASH N KARRY # 3,(787) 898-5840,18.4701,-66.7578,506 AVE CATALINA SANTIAGO BO.HATO ABAJO
GULF OPERATION BY FORMULA 1 GASOLINA,(787) 891-3286,18.453,-67.0937,CARR # 2 KM 119.4 BO CAIMITAL ALTO
EL RESUELVE SUPERMARKET,(787) 885-8931,18.2626,-65.6481,290 AVE LAURO PIÑERO ESQ ANGEL RAMOS
"AMERICAN GASOLINE ,POST",(787) 259-3556,18.1909,-67.1432,CALLE POST INT CALLE CUATRO HE BO SABALOS
AMERICAN GASOLINE CORP VICTORIA,(787) 259-3556,18.0127,-66.6272,CALLE VICTORIA INT CALLE PRINCIPAL # 364
AMERICAN GASOLINE VEGA ALTA PUEBLO,(787) 794-4823,18.4123,-66.2388,CALLE LUIS MUÑOZ RIVERA ESQUINA CALLE COLON
AMERICAN GASOLINE VEGA ALTA,(787) 794-4823,18.4349,-66.335,CARR 690 KM 1.3 BO SABANA HOYOS
PANADERIA DOÑA SARA,(787) 897-1004,18.2793,-66.8914,CARR . 124 KM 3.8 BO.ESPINO
TOTAL 1302,(787) 873-5951,18.0737,-66.9594,26 AVE QUILINCHINI
NJE SELF SERVICE,(787) 882-2386,18.4769,-67.1329,CARR 467 KM 5.4 BO CAMESEYES
COLMADO EL NUEVO VENCEDOR,(787) 897-5696,18.3052,-66.8986,CARR 111 KM 33.7 BO PUEBLO
TOTAL SAINT JUST,(787) 755-3115,18.374,-66.0081,CARR 848 KM 0.8 SAINT JUST
LAS DELICIAS CASH & CARRY,(787) 854-5020,18.2537,-66.287,VILLA EVANGELINA 1 CALLE SABANA SECA
VILLA CAROLINA TOTAL,(787) 257-3635,18.3918,-65.9652,AVE ROBERTO CLEMENTE ESQ AVE SANCHEZ CASTAÑO
COLMADO LA CARIDAD,(787) 366-5416,18.4722,-66.7508,CALLE D H 1 URB JARDINES DE ARECIBO
FARMACIA GRITO DE LARES,(787) 897-0176,18.2974,-66.8716,CARR # 129 KM 27.4 ESQUINA RAMAL 111
MR. CASH AND CARRY INC,(787) 637-4043,18.3753,-67.0859,CARR 111 KM 8 INT 404 VOLADORAS
EL CANASTO LIQUOR STORE,(787) 727-7139,18.4356,-66.0492,AVE BORINQUEN 2209 BO SANTURCE 2DO PISO
ALBORAX INTERNATIONAL,(787) 776-1685,18.4186,-65.979,AVE CAMPO RICO FINAL SABANA GARDENS AL LADO DE LA BOLERA
